n_runs,n_finite_runs,closed_open_final_loss_corr,c1_deployed_loss_support,c1_gain_support,mean_deployed_loss_gap,mean_stability_to_plateau_gap
455,440,-0.02390361767333344,0.8285714285714286,0.8417582417582418,6.885461818832329,203.10160427807486
