experiment,kind,setting,seed,epochs,final_closed_test_loss,final_open_test_loss,deployed_loss_gap,deployed_loss_gap_relative_to_closed,finite_final_losses,peak_open_test_loss,peak_closed_test_loss,trajectory_gain_distance,open_loop_test_loss_spike,closed_recovered,stage1_end,plateau_end,plateau_length,plateau_detected,plateau_exit_detected,plateau_exit_reason,stability_crossing,stability_to_plateau_gap,final_closed_coupled_radius,claim_C1_loss_divergence,claim_C1_gain_divergence,claim_C2_plateau_present,claim_C2_three_stage,claim_C3_stability_transition,claim_C4_proxy
robustness_adam,robustness,adam,4,1000,0.0778956760972947,0.080604268934112,0.0027085928368173057,0.03477205632613252,True,40551.99247070789,1152.404055736065,0.014268282225371534,True,True,44,700,656,True,False,fallback,44.0,656.0,0.5751273939574475,False,False,True,False,True,True
robustness_adam,robustness,adam,5,1000,0.077667940472614,0.0799539185559842,0.0022859780833702076,0.029432711482497105,True,1739.7218879818915,165.89774455308915,0.013243486973716325,True,True,44,700,656,True,False,fallback,44.0,656.0,0.6154934268942888,False,False,True,False,True,True
robustness_adam,robustness,adam,6,1000,0.0779456291648351,0.0799694138110498,0.0020237846462146936,0.025964055558970543,True,221.68150327205657,33.592188193798066,0.010754496402632506,True,True,46,700,654,True,False,fallback,46.0,654.0,0.5649827641770004,False,False,True,False,True,True
robustness_adam,robustness,adam,7,1000,0.0783317439435862,0.0794906749052825,0.0011589309616962945,0.014795163535883305,True,1000.2051274394988,434.1945568847656,0.0039061070429499962,True,True,44,700,656,True,False,fallback,44.0,656.0,0.5962789482069849,False,False,True,False,True,True
robustness_adam,robustness,adam,8,1000,0.0775748037912916,0.0798646782163268,0.0022898744250351988,0.029518275433811098,True,17258.37314793587,26.457200717926025,0.021985524770708073,True,True,43,700,657,True,False,fallback,43.0,657.0,0.7372009143033422,False,False,True,False,True,True
robustness_adam,robustness,adam,9,1000,0.0780547939437164,0.0795398079770893,0.0014850140333729084,0.019025276454431736,True,25389.43175019026,12198.44078900814,0.01131873839683421,True,True,46,700,654,True,False,fallback,46.0,654.0,0.7407957601758325,False,False,True,False,True,True
robustness_adam,robustness,adam,10,1000,0.078329310710435,0.0801550012984444,0.001825690588009396,0.023307885278839535,True,1605.829234418869,357.2121771097183,0.010394446227517735,True,True,49,700,651,True,False,fallback,49.0,651.0,0.5642525122848563,False,False,True,False,True,True
robustness_adam,robustness,adam,11,1000,0.0777211946884939,0.0796786595402227,0.0019574648517288046,0.02518572777444187,True,455.8845286369324,345.4347713327408,0.010238397801567042,True,True,55,700,645,True,False,fallback,55.0,645.0,0.6371559621286853,False,False,True,False,True,True
robustness_adam,robustness,adam,12,1000,0.0784072949793003,0.079334495140738,0.0009272001614376996,0.011825432336142734,True,219071.54487529755,177022.9209902668,0.006136393239653686,False,True,53,700,647,True,False,fallback,53.0,647.0,0.6461602892107063,False,False,True,False,True,False
robustness_adam,robustness,adam,13,1000,0.0779806109744408,0.0792635588091798,0.0012829478347390066,0.016452138790750307,True,17987.997032227515,9545.464770712852,0.0036038492977613374,False,True,42,700,658,True,False,fallback,42.0,658.0,0.5574023194628682,False,False,True,False,True,False
