experiment,kind,setting,seed,stage1_end,plateau_end,plateau_length,plateau_detected,plateau_exit_detected,plateau_exit_reason,stability_crossing,stability_to_plateau_gap
robustness_original,robustness,original,1,82,700,618,True,False,fallback,82.0,618.0
robustness_original,robustness,original,2,74,700,626,True,False,fallback,74.0,626.0
robustness_original,robustness,original,3,49,700,651,True,False,fallback,49.0,651.0
robustness_original,robustness,original,4,47,700,653,True,False,fallback,47.0,653.0
robustness_original,robustness,original,5,53,700,647,True,False,fallback,53.0,647.0
robustness_original,robustness,original,6,51,700,649,True,False,fallback,51.0,649.0
robustness_original,robustness,original,7,58,700,642,True,False,fallback,58.0,642.0
robustness_original,robustness,original,8,47,700,653,True,False,fallback,47.0,653.0
robustness_original,robustness,original,9,47,700,653,True,False,fallback,47.0,653.0
robustness_original,robustness,original,10,54,700,646,True,False,fallback,54.0,646.0
robustness_original,robustness,original,11,58,700,642,True,False,fallback,58.0,642.0
robustness_original,robustness,original,12,59,700,641,True,False,fallback,59.0,641.0
robustness_original,robustness,original,13,59,700,641,True,False,fallback,59.0,641.0
robustness_original,robustness,original,14,49,700,651,True,False,fallback,49.0,651.0
tradeoff_control_penalty_0,tradeoff,control_penalty_0,0,56,700,644,True,False,fallback,56.0,644.0
tradeoff_control_penalty_0,tradeoff,control_penalty_0,1,82,700,618,True,False,fallback,82.0,618.0
tradeoff_control_penalty_0,tradeoff,control_penalty_0,2,74,700,626,True,False,fallback,74.0,626.0
tradeoff_control_penalty_0,tradeoff,control_penalty_0,3,49,700,651,True,False,fallback,49.0,651.0
tradeoff_control_penalty_0,tradeoff,control_penalty_0,4,47,700,653,True,False,fallback,47.0,653.0
tradeoff_control_penalty_0,tradeoff,control_penalty_0,5,53,700,647,True,False,fallback,53.0,647.0
tradeoff_control_penalty_0,tradeoff,control_penalty_0,6,51,700,649,True,False,fallback,51.0,649.0
tradeoff_control_penalty_0,tradeoff,control_penalty_0,7,58,700,642,True,False,fallback,58.0,642.0
tradeoff_control_penalty_0,tradeoff,control_penalty_0,8,47,700,653,True,False,fallback,47.0,653.0
tradeoff_control_penalty_0,tradeoff,control_penalty_0,9,47,700,653,True,False,fallback,47.0,653.0
tradeoff_control_penalty_0,tradeoff,control_penalty_0,10,54,700,646,True,False,fallback,54.0,646.0
tradeoff_control_penalty_0,tradeoff,control_penalty_0,11,58,700,642,True,False,fallback,58.0,642.0
tradeoff_control_penalty_0,tradeoff,control_penalty_0,12,59,700,641,True,False,fallback,59.0,641.0
tradeoff_control_penalty_0,tradeoff,control_penalty_0,13,59,700,641,True,False,fallback,59.0,641.0
tradeoff_control_penalty_0,tradeoff,control_penalty_0,14,49,700,651,True,False,fallback,49.0,651.0
tradeoff_control_penalty_0,tradeoff,control_penalty_0,15,53,700,647,True,False,fallback,53.0,647.0
tradeoff_control_penalty_0,tradeoff,control_penalty_0,16,54,700,646,True,False,fallback,54.0,646.0
tradeoff_control_penalty_0,tradeoff,control_penalty_0,17,49,700,651,True,False,fallback,49.0,651.0
tradeoff_control_penalty_0,tradeoff,control_penalty_0,18,50,700,650,True,False,fallback,50.0,650.0
tradeoff_control_penalty_0,tradeoff,control_penalty_0,19,51,700,649,True,False,fallback,51.0,649.0
tradeoff_control_penalty_0p001,tradeoff,control_penalty_0p001,0,56,700,644,True,False,fallback,56.0,644.0
tradeoff_control_penalty_0p001,tradeoff,control_penalty_0p001,1,82,700,618,True,False,fallback,82.0,618.0
tradeoff_control_penalty_0p001,tradeoff,control_penalty_0p001,2,74,700,626,True,False,fallback,74.0,626.0
tradeoff_control_penalty_0p001,tradeoff,control_penalty_0p001,3,49,700,651,True,False,fallback,49.0,651.0
tradeoff_control_penalty_0p001,tradeoff,control_penalty_0p001,4,47,700,653,True,False,fallback,47.0,653.0
tradeoff_control_penalty_0p001,tradeoff,control_penalty_0p001,5,53,700,647,True,False,fallback,53.0,647.0
tradeoff_control_penalty_0p001,tradeoff,control_penalty_0p001,6,51,700,649,True,False,fallback,51.0,649.0
tradeoff_control_penalty_0p001,tradeoff,control_penalty_0p001,7,58,700,642,True,False,fallback,58.0,642.0
tradeoff_control_penalty_0p001,tradeoff,control_penalty_0p001,8,47,700,653,True,False,fallback,47.0,653.0
tradeoff_control_penalty_0p001,tradeoff,control_penalty_0p001,9,47,700,653,True,False,fallback,47.0,653.0
tradeoff_control_penalty_0p001,tradeoff,control_penalty_0p001,10,54,700,646,True,False,fallback,54.0,646.0
tradeoff_control_penalty_0p001,tradeoff,control_penalty_0p001,11,58,700,642,True,False,fallback,58.0,642.0
tradeoff_control_penalty_0p001,tradeoff,control_penalty_0p001,12,59,700,641,True,False,fallback,59.0,641.0
tradeoff_control_penalty_0p001,tradeoff,control_penalty_0p001,13,59,700,641,True,False,fallback,59.0,641.0
tradeoff_control_penalty_0p001,tradeoff,control_penalty_0p001,14,49,700,651,True,False,fallback,49.0,651.0
tradeoff_control_penalty_0p001,tradeoff,control_penalty_0p001,15,53,700,647,True,False,fallback,53.0,647.0
tradeoff_control_penalty_0p001,tradeoff,control_penalty_0p001,16,54,700,646,True,False,fallback,54.0,646.0
tradeoff_control_penalty_0p001,tradeoff,control_penalty_0p001,17,49,700,651,True,False,fallback,49.0,651.0
tradeoff_control_penalty_0p001,tradeoff,control_penalty_0p001,18,50,700,650,True,False,fallback,50.0,650.0
tradeoff_control_penalty_0p001,tradeoff,control_penalty_0p001,19,51,700,649,True,False,fallback,51.0,649.0
tradeoff_control_penalty_0p005,tradeoff,control_penalty_0p005,0,56,700,644,True,False,fallback,56.0,644.0
tradeoff_control_penalty_0p005,tradeoff,control_penalty_0p005,1,82,700,618,True,False,fallback,82.0,618.0
tradeoff_control_penalty_0p005,tradeoff,control_penalty_0p005,2,74,700,626,True,False,fallback,74.0,626.0
tradeoff_control_penalty_0p005,tradeoff,control_penalty_0p005,3,49,700,651,True,False,fallback,49.0,651.0
tradeoff_control_penalty_0p005,tradeoff,control_penalty_0p005,4,47,700,653,True,False,fallback,47.0,653.0
tradeoff_control_penalty_0p005,tradeoff,control_penalty_0p005,5,53,700,647,True,False,fallback,53.0,647.0
tradeoff_control_penalty_0p005,tradeoff,control_penalty_0p005,6,51,700,649,True,False,fallback,51.0,649.0
tradeoff_control_penalty_0p005,tradeoff,control_penalty_0p005,7,58,700,642,True,False,fallback,58.0,642.0
tradeoff_control_penalty_0p005,tradeoff,control_penalty_0p005,8,47,700,653,True,False,fallback,47.0,653.0
tradeoff_control_penalty_0p005,tradeoff,control_penalty_0p005,9,47,700,653,True,False,fallback,47.0,653.0
tradeoff_control_penalty_0p005,tradeoff,control_penalty_0p005,10,54,700,646,True,False,fallback,54.0,646.0
tradeoff_control_penalty_0p005,tradeoff,control_penalty_0p005,11,58,700,642,True,False,fallback,58.0,642.0
tradeoff_control_penalty_0p005,tradeoff,control_penalty_0p005,12,59,700,641,True,False,fallback,59.0,641.0
tradeoff_control_penalty_0p005,tradeoff,control_penalty_0p005,13,59,700,641,True,False,fallback,59.0,641.0
tradeoff_control_penalty_0p005,tradeoff,control_penalty_0p005,14,49,700,651,True,False,fallback,49.0,651.0
tradeoff_control_penalty_0p005,tradeoff,control_penalty_0p005,15,53,700,647,True,False,fallback,53.0,647.0
tradeoff_control_penalty_0p005,tradeoff,control_penalty_0p005,16,54,700,646,True,False,fallback,54.0,646.0
tradeoff_control_penalty_0p005,tradeoff,control_penalty_0p005,17,49,700,651,True,False,fallback,49.0,651.0
tradeoff_control_penalty_0p005,tradeoff,control_penalty_0p005,18,50,700,650,True,False,fallback,50.0,650.0
tradeoff_control_penalty_0p005,tradeoff,control_penalty_0p005,19,51,700,649,True,False,fallback,51.0,649.0
tradeoff_control_penalty_0p02,tradeoff,control_penalty_0p02,0,56,700,644,True,False,fallback,56.0,644.0
tradeoff_control_penalty_0p02,tradeoff,control_penalty_0p02,1,82,700,618,True,False,fallback,82.0,618.0
tradeoff_control_penalty_0p02,tradeoff,control_penalty_0p02,2,74,700,626,True,False,fallback,74.0,626.0
tradeoff_control_penalty_0p02,tradeoff,control_penalty_0p02,3,49,700,651,True,False,fallback,49.0,651.0
tradeoff_control_penalty_0p02,tradeoff,control_penalty_0p02,4,47,700,653,True,False,fallback,47.0,653.0
tradeoff_control_penalty_0p02,tradeoff,control_penalty_0p02,5,53,700,647,True,False,fallback,53.0,647.0
tradeoff_control_penalty_0p02,tradeoff,control_penalty_0p02,6,51,700,649,True,False,fallback,51.0,649.0
tradeoff_control_penalty_0p02,tradeoff,control_penalty_0p02,7,58,700,642,True,False,fallback,58.0,642.0
tradeoff_control_penalty_0p02,tradeoff,control_penalty_0p02,8,47,700,653,True,False,fallback,47.0,653.0
tradeoff_control_penalty_0p02,tradeoff,control_penalty_0p02,9,47,700,653,True,False,fallback,47.0,653.0
tradeoff_control_penalty_0p02,tradeoff,control_penalty_0p02,10,54,700,646,True,False,fallback,54.0,646.0
tradeoff_control_penalty_0p02,tradeoff,control_penalty_0p02,11,58,700,642,True,False,fallback,58.0,642.0
tradeoff_control_penalty_0p02,tradeoff,control_penalty_0p02,12,59,700,641,True,False,fallback,59.0,641.0
tradeoff_control_penalty_0p02,tradeoff,control_penalty_0p02,13,59,700,641,True,False,fallback,59.0,641.0
tradeoff_control_penalty_0p02,tradeoff,control_penalty_0p02,14,49,700,651,True,False,fallback,49.0,651.0
tradeoff_control_penalty_0p02,tradeoff,control_penalty_0p02,15,53,700,647,True,False,fallback,53.0,647.0
tradeoff_control_penalty_0p02,tradeoff,control_penalty_0p02,16,54,700,646,True,False,fallback,54.0,646.0
tradeoff_control_penalty_0p02,tradeoff,control_penalty_0p02,17,49,700,651,True,False,fallback,49.0,651.0
tradeoff_control_penalty_0p02,tradeoff,control_penalty_0p02,18,50,700,650,True,False,fallback,50.0,650.0
tradeoff_control_penalty_0p02,tradeoff,control_penalty_0p02,19,51,700,649,True,False,fallback,51.0,649.0
tradeoff_control_penalty_0p05,tradeoff,control_penalty_0p05,0,56,700,644,True,False,fallback,56.0,644.0
tradeoff_control_penalty_0p05,tradeoff,control_penalty_0p05,1,82,700,618,True,False,fallback,82.0,618.0
tradeoff_control_penalty_0p05,tradeoff,control_penalty_0p05,2,74,700,626,True,False,fallback,74.0,626.0
tradeoff_control_penalty_0p05,tradeoff,control_penalty_0p05,3,49,700,651,True,False,fallback,49.0,651.0
tradeoff_control_penalty_0p05,tradeoff,control_penalty_0p05,4,47,700,653,True,False,fallback,47.0,653.0
tradeoff_control_penalty_0p05,tradeoff,control_penalty_0p05,5,53,700,647,True,False,fallback,53.0,647.0
tradeoff_control_penalty_0p05,tradeoff,control_penalty_0p05,6,51,700,649,True,False,fallback,51.0,649.0
tradeoff_control_penalty_0p05,tradeoff,control_penalty_0p05,7,58,700,642,True,False,fallback,58.0,642.0
tradeoff_control_penalty_0p05,tradeoff,control_penalty_0p05,8,47,700,653,True,False,fallback,47.0,653.0
tradeoff_control_penalty_0p05,tradeoff,control_penalty_0p05,9,47,700,653,True,False,fallback,47.0,653.0
tradeoff_control_penalty_0p05,tradeoff,control_penalty_0p05,10,54,700,646,True,False,fallback,54.0,646.0
tradeoff_control_penalty_0p05,tradeoff,control_penalty_0p05,11,58,700,642,True,False,fallback,58.0,642.0
tradeoff_control_penalty_0p05,tradeoff,control_penalty_0p05,12,59,700,641,True,False,fallback,59.0,641.0
tradeoff_control_penalty_0p05,tradeoff,control_penalty_0p05,13,59,700,641,True,False,fallback,59.0,641.0
tradeoff_control_penalty_0p05,tradeoff,control_penalty_0p05,14,49,700,651,True,False,fallback,49.0,651.0
tradeoff_control_penalty_0p05,tradeoff,control_penalty_0p05,15,53,700,647,True,False,fallback,53.0,647.0
tradeoff_control_penalty_0p05,tradeoff,control_penalty_0p05,16,54,700,646,True,False,fallback,54.0,646.0
tradeoff_control_penalty_0p05,tradeoff,control_penalty_0p05,17,48,700,652,True,False,fallback,48.0,652.0
tradeoff_control_penalty_0p05,tradeoff,control_penalty_0p05,18,50,700,650,True,False,fallback,50.0,650.0
tradeoff_control_penalty_0p05,tradeoff,control_penalty_0p05,19,51,700,649,True,False,fallback,51.0,649.0
tradeoff_control_penalty_0p1,tradeoff,control_penalty_0p1,0,56,700,644,True,False,fallback,56.0,644.0
tradeoff_control_penalty_0p1,tradeoff,control_penalty_0p1,1,82,700,618,True,False,fallback,82.0,618.0
tradeoff_control_penalty_0p1,tradeoff,control_penalty_0p1,2,73,700,627,True,False,fallback,73.0,627.0
tradeoff_control_penalty_0p1,tradeoff,control_penalty_0p1,3,49,700,651,True,False,fallback,49.0,651.0
tradeoff_control_penalty_0p1,tradeoff,control_penalty_0p1,4,47,700,653,True,False,fallback,47.0,653.0
tradeoff_control_penalty_0p1,tradeoff,control_penalty_0p1,5,53,700,647,True,False,fallback,53.0,647.0
tradeoff_control_penalty_0p1,tradeoff,control_penalty_0p1,6,51,700,649,True,False,fallback,51.0,649.0
tradeoff_control_penalty_0p1,tradeoff,control_penalty_0p1,7,58,700,642,True,False,fallback,58.0,642.0
tradeoff_control_penalty_0p1,tradeoff,control_penalty_0p1,8,47,700,653,True,False,fallback,47.0,653.0
tradeoff_control_penalty_0p1,tradeoff,control_penalty_0p1,9,47,700,653,True,False,fallback,47.0,653.0
tradeoff_control_penalty_0p1,tradeoff,control_penalty_0p1,10,54,700,646,True,False,fallback,54.0,646.0
tradeoff_control_penalty_0p1,tradeoff,control_penalty_0p1,11,58,700,642,True,False,fallback,58.0,642.0
tradeoff_control_penalty_0p1,tradeoff,control_penalty_0p1,12,59,700,641,True,False,fallback,59.0,641.0
tradeoff_control_penalty_0p1,tradeoff,control_penalty_0p1,13,59,700,641,True,False,fallback,59.0,641.0
tradeoff_control_penalty_0p1,tradeoff,control_penalty_0p1,14,49,700,651,True,False,fallback,49.0,651.0
tradeoff_control_penalty_0p1,tradeoff,control_penalty_0p1,15,53,700,647,True,False,fallback,53.0,647.0
tradeoff_control_penalty_0p1,tradeoff,control_penalty_0p1,16,54,700,646,True,False,fallback,54.0,646.0
tradeoff_control_penalty_0p1,tradeoff,control_penalty_0p1,17,48,700,652,True,False,fallback,48.0,652.0
tradeoff_control_penalty_0p1,tradeoff,control_penalty_0p1,18,50,700,650,True,False,fallback,50.0,650.0
tradeoff_control_penalty_0p1,tradeoff,control_penalty_0p1,19,51,700,649,True,False,fallback,51.0,649.0
